;ESTU_TIPODOCUMENTO;ESTU_NACIONALIDAD;ESTU_GENERO;ESTU_FECHANACIMIENTO;PERIODO;ESTU_CONSECUTIVO;ESTU_ESTUDIANTE;ESTU_PAIS_RESIDE;ESTU_TIENEETNIA;ESTU_DEPTO_RESIDE;ESTU_COD_RESIDE_DEPTO;ESTU_MCPIO_RESIDE;ESTU_COD_RESIDE_MCPIO;FAMI_ESTRATOVIVIENDA;FAMI_PERSONASHOGAR;FAMI_CUARTOSHOGAR;FAMI_EDUCACIONPADRE;FAMI_EDUCACIONMADRE;FAMI_TRABAJOLABORPADRE;FAMI_TRABAJOLABORMADRE;FAMI_TIENEINTERNET;FAMI_TIENECOMPUTADOR;FAMI_TIENELAVADORA;FAMI_TIENEHORNOMICROOGAS;FAMI_TIENESERVICIOTV;FAMI_TIENEAUTOMOVIL;FAMI_TIENEMOTOCICLETA;FAMI_TIENECONSOLAVIDEOJUEGOS;FAMI_NUMLIBROS;FAMI_COMELECHEDERIVADOS;FAMI_COMECARNEPESCADOHUEVO;FAMI_COMECEREALFRUTOSLEGUMBRE;FAMI_SITUACIONECONOMICA;ESTU_DEDICACIONLECTURADIARIA;ESTU_DEDICACIONINTERNET;ESTU_HORASSEMANATRABAJA;ESTU_TIPOREMUNERACION;COLE_CODIGO_ICFES;COLE_COD_DANE_ESTABLECIMIENTO;COLE_NOMBRE_ESTABLECIMIENTO;COLE_GENERO;COLE_NATURALEZA;COLE_CALENDARIO;COLE_BILINGUE;COLE_CARACTER;COLE_COD_DANE_SEDE;COLE_NOMBRE_SEDE;COLE_SEDE_PRINCIPAL;COLE_AREA_UBICACION;COLE_JORNADA;COLE_COD_MCPIO_UBICACION;COLE_MCPIO_UBICACION;COLE_COD_DEPTO_UBICACION;COLE_DEPTO_UBICACION;ESTU_PRIVADO_LIBERTAD;ESTU_COD_MCPIO_PRESENTACION;ESTU_MCPIO_PRESENTACION;ESTU_DEPTO_PRESENTACION;ESTU_COD_DEPTO_PRESENTACION;PUNT_LECTURA_CRITICA;PERCENTIL_LECTURA_CRITICA;DESEMP_LECTURA_CRITICA;PUNT_MATEMATICAS;PERCENTIL_MATEMATICAS;DESEMP_MATEMATICAS;PUNT_C_NATURALES;PERCENTIL_C_NATURALES;DESEMP_C_NATURALES;PUNT_SOCIALES_CIUDADANAS;PERCENTIL_SOCIALES_CIUDADANAS;DESEMP_SOCIALES_CIUDADANAS;PUNT_INGLES;PERCENTIL_INGLES;DESEMP_INGLES;PUNT_GLOBAL;PERCENTIL_ESPECIAL_GLOBAL;PERCENTIL_GLOBAL;ESTU_ESTADOINVESTIGACION
10128;TI;COLOMBIA;M;16/09/2003;20211;SB11202110004886;ESTUDIANTE;COLOMBIA;No;CESAR;20.0;VALLEDUPAR;20001.0;Estrato  4;3  a  4;Dos;Educación  profesional  completa;Educación  profesional  completa;Pensionado;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;No;Si;Si;Si;No;Si;11  A  25  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Igual;30  minutos  o  menos;Entre  30  y  60  minutos;0;No;611087;320001791847;COLEGIO  INTERNACIONAL  LA  SIERRA;MIXTO;NO  OFICIAL;B;;;320001791847;COLEGIO  INTERNACIONAL  LA  SIERRA  -  SEDE  PRINCIPAL;S;URBANO;COMPLETA;20001;VALLEDUPAR;20;CESAR;N;20001;VALLEDUPAR;CESAR;20;52;20;3;60;43;3;51;27;2;45;17;2;67.0;44.0;A2;266;;26.0;PUBLICAR
3550;TI;COLOMBIA;F;31/01/2005;20211;SB11202110012809;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CARTAGO;76147.0;Estrato  3;3  a  4;Cuatro;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;No;Si;Si;11  A  25  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Peor;Entre  30  y  60  minutos;Entre  30  y  60  minutos;0;No;18242;376147000103;LA  PRESENTACIÓN;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376147000103;LA  PRESENTACIÓN;S;URBANO;MAÑANA;76147;CARTAGO;76;VALLE;N;76147;CARTAGO;VALLE;76;68;70;4;60;45;3;57;45;3;60;51;3;77.0;61.0;B1;312;;52.0;PUBLICAR
5357;TI;COLOMBIA;F;13/03/2004;20211;SB11202110038660;ESTUDIANTE;COLOMBIA;No;ANTIOQUIA;5.0;MEDELLÍN;5001.0;Estrato  5;5  a  6;Tres;Postgrado;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Es  vendedor  o  trabaja  en  atención  al  público;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;1  o  2  veces  por  semana;Igual;Entre  30  y  60  minutos;Entre  30  y  60  minutos;0;No;596;305001004668;COL  GIMN  LOS  PINARES;FEMENINO;NO  OFICIAL;B;N;ACADÉMICO;305001004668;COL  GIMN  LOS  PINARES;S;URBANO;COMPLETA;5001;MEDELLÍN;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;64;53;3;61;45;3;53;31;2;57;43;3;87.0;90.0;B+;305;;47.0;PUBLICAR
1153;CC;COLOMBIA;F;15/06/1991;20211;SB11202110065196;ESTUDIANTE;COLOMBIA;;VALLE;76.0;CALI;76001.0;Estrato  3;5  a  6;Dos;Educación  profesional  completa;Técnica  o  tecnológica  completa;Es  vendedor  o  trabaja  en  atención  al  público;Pensionado;Si;Si;Si;No;Si;No;No;No;26  A  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;161380;376001041444;INSTITUTO  DE  EDUACCION  COMFENALCO  VALLLE;MIXTO;NO  OFICIAL;A;N;ACADÉMICO;376001041444;INSTITUTO  DE  EDUACCION  COMFENALCO  VALLLE;S;URBANO;SABATINA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;48;13;2;46;14;2;43;11;2;44;16;2;39.0;6.0;A-;224;;12.0;PUBLICAR
13577;TI;COLOMBIA;M;21/04/2003;20211;SB11202110006650;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  6;3  a  4;Dos;Educación  profesional  completa;Educación  profesional  completa;Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;No  leo  por  entretenimiento;Más  de  3  horas;0;No;19471;311848002424;COL  SAN  CARLOS                                                                                                                                                                            ;MASCULINO;NO  OFICIAL;B;S;ACADÉMICO;311848002424;COL  SAN  CARLOS                                                                                                                                                                            ;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;72;86;4;72;80;4;77;98;4;66;70;3;79.0;67.0;B+;362;;86.0;PUBLICAR
94;CC;COLOMBIA;M;10/11/1984;20211;SB11202110064546;ESTUDIANTE;COLOMBIA;;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  2;3  a  4;Tres;Secundaria  (Bachillerato)  incompleta;Secundaria  (Bachillerato)  incompleta;Trabaja  como  personal  de  limpieza,  mantenimiento,  seguridad  o  construcción;Es  agricultor,  pesquero  o  jornalero;Si;Si;Si;Si;Si;No;No;No;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;Entre  1  y  3  horas;Más  de  30  horas;Si,  en  efectivo;721647;311001093962;ACAD  AMERICANA  DE  SISTEMAS  Y  COMERCIO                                                                                                                              ;MIXTO;NO  OFICIAL;A;N;ACADÉMICO;311001093962;ACAD  AMERICANA  DE  SISTEMAS  Y  COMERCIO                                                                                                                              ;S;URBANO;NOCHE;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;59;35;3;55;30;3;50;25;2;61;53;3;48.0;14.0;A1;278;;32.0;PUBLICAR
12681;TI;COLOMBIA;F;12/01/2004;20211;SB11202110013174;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;YUMBO;76892.0;Estrato  2;1  a  2;Tres;Secundaria  (Bachillerato)  completa;Educación  profesional  completa;Es  vendedor  o  trabaja  en  atención  al  público;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;Si;Si;0  A  10  LIBROS;Nunca  o  rara  vez  comemos  eso;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Mejor;Entre  1  y  2  horas;Más  de  3  horas;Entre  11  y  20  horas;Si,  en  efectivo;105890;376892000034;COL  COMFANDI  -  YUMBO;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376892000034;COL  COMFANDI  -  YUMBO  -  SEDE  PRINCIPAL;S;URBANO;MAÑANA;76892;YUMBO;76;VALLE;N;76001;CALI;VALLE;76;46;10;2;44;12;2;46;16;2;36;7;1;53.0;21.0;A1;219;;10.0;PUBLICAR
10721;TI;COLOMBIA;F;16/05/2003;20211;SB11202110003904;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  5;3  a  4;Tres;Secundaria  (Bachillerato)  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;No;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;118042;311001100985;COLEGIO  BILINGUE  RICHMOND;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;311001100985;COLEGIO  BILINGUE  RICHMOND;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;61;43;3;65;59;3;59;50;3;66;69;3;79.0;67.0;B+;320;;58.0;PUBLICAR
9741;TI;COLOMBIA;F;07/05/2003;20211;SB11202110004334;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  4;3  a  4;Tres;Postgrado;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Igual;Entre  1  y  2  horas;Más  de  3  horas;0;No;46490;311001045160;GIMNASIO  LOS  PORTALES  COLEGIO  BILINGÜE;FEMENINO;NO  OFICIAL;B;N;ACADÉMICO;311001045160;GIMNASIO  LOS  PORTALES  COLEGIO  BILINGÜE;S;URBANO;COMPLETA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;70;80;4;72;81;4;70;86;3;71;85;4;85.0;85.0;B+;359;;85.0;PUBLICAR
1332;TI;COLOMBIA;F;15/01/2004;20211;SB11202110011022;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;JAMUNDÍ;76364.0;Estrato  3;3  a  4;Dos;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;No;Si;No;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Mejor;30  minutos  o  menos;Más  de  3  horas;0;No;729962;376001035843;COLEGIO  MAYOR  SAN  FRANCISCO  DE  ASIS;MIXTO;NO  OFICIAL;B;;ACADÉMICO;376001035843;COLEGIO  MAYOR  SAN  FRANCISCO  DE  ASIS  -  SEDE  PRINCIPAL;S;URBANO;UNICA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;61;42;3;55;30;3;58;48;3;55;37;2;68.0;45.0;B1;290;;39.0;PUBLICAR
13523;CR;COLOMBIA;M;31/10/2002;20211;SB11202110003090;ESTUDIANTE;COLOMBIA;No;BOLIVAR;13.0;CARTAGENA  DE  INDIAS;13001.0;Estrato  5;5  a  6;Tres;Postgrado;Educación  profesional  incompleta;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;Entre  1  y  3  horas;Más  de  30  horas;No;62455;313001004768;COLEGIO  BRITANICO  DE  CARTAGENA;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;313001004768;COLEGIO  BRITANICO  DE  CARTAGENA;S;RURAL;COMPLETA;13001;CARTAGENA  DE  INDIAS;13;BOLIVAR;N;13001;CARTAGENA  DE  INDIAS;BOLIVAR;13;71;84;4;69;70;3;61;57;3;81;99;4;86.0;88.0;B+;358;;84.0;PUBLICAR
1572;TI;COLOMBIA;M;21/08/2004;20211;SB11202110004544;ESTUDIANTE;COLOMBIA;No;CAUCA;19.0;POPAYÁN;19001.0;Estrato  3;3  a  4;Tres;Secundaria  (Bachillerato)  completa;Técnica  o  tecnológica  completa;Es  agricultor,  pesquero  o  jornalero;Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;No;Si;No;26  A  100  LIBROS;1  o  2  veces  por  semana;3  a  5  veces  por  semana;1  o  2  veces  por  semana;Mejor;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;105817;376520005781;COLEGIO  COMFANDI  REGIONAL  PALMIRA;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376520005781;COLEGIO  COMFANDI  REGIONAL  PALMIRA  SEDE  PRINCIPAL;S;URBANO;MAÑANA;76520;PALMIRA;76;VALLE;N;19001;POPAYÁN;CAUCA;19;68;71;4;72;80;4;62;62;3;68;75;3;65.0;40.0;A2;337;;69.0;PUBLICAR
13218;TI;COLOMBIA;F;06/04/2004;20211;SB11202110003105;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;3  a  4;Dos;Técnica  o  tecnológica  completa;Técnica  o  tecnológica  completa;Es  vendedor  o  trabaja  en  atención  al  público;Es  dueño  de  un  negocio  pequeño  (tiene  pocos  empleados  o  no  tiene,  por  ejemplo  tienda,  papelería,  etc;Si;No;Si;Si;Si;No;Si;No;0  A  10  LIBROS;;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;Más  de  3  horas;0;No;36681;376001026925;COMFANDI  MIRAFLORES;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001026925;COMFANDI  MIRAFLORES;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;57;30;3;54;29;3;47;19;2;53;32;2;38.0;5.0;A-;258;;23.0;PUBLICAR
6299;TI;COLOMBIA;M;16/01/2004;20211;SB11202110031940;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  4;3  a  4;Tres;No  Aplica;Educación  profesional  completa;No  aplica;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;0  A  10  LIBROS;Nunca  o  rara  vez  comemos  eso;1  o  2  veces  por  semana;1  o  2  veces  por  semana;Igual;No  leo  por  entretenimiento;Entre  1  y  3  horas;0;No;84988;376001007670;COLEGIO  LEON  DE  GREIFF;MIXTO;NO  OFICIAL;B;N;TÉCNICO/ACADÉMICO;376001007670;COLEGIO  LEON  DE  GREIFF;S;URBANO;TARDE;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;54;24;3;59;40;3;49;22;2;50;25;2;50.0;17.0;A1;264;;26.0;PUBLICAR
520;TI;COLOMBIA;M;21/06/2002;20211;SB11202110027453;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  2;7  a  8;Tres;Secundaria  (Bachillerato)  completa;Secundaria  (Bachillerato)  completa;Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;No;Si;No;No;Si;11  A  25  LIBROS;Nunca  o  rara  vez  comemos  eso;Todos  o  casi  todos  los  días;Nunca  o  rara  vez  comemos  eso;Mejor;No  leo  por  entretenimiento;30  minutos  o  menos;0;No;752709;376001039016;INSTITUTO    COLOMBIA;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376001039016;INSTITUTO    COLOMBIA;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;60;41;3;63;51;3;53;31;2;53;32;2;61.0;34.0;A2;288;;38.0;PUBLICAR
8487;TI;COLOMBIA;M;17/07/2003;20211;SB11202110001334;ESTUDIANTE;COLOMBIA;No;QUINDIO;63.0;CIRCASIA;63190.0;Estrato  4;3  a  4;Tres;Educación  profesional  completa;Secundaria  (Bachillerato)  completa;Es  agricultor,  pesquero  o  jornalero;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;11  A  25  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;No  leo  por  entretenimiento;Entre  1  y  3  horas;0;No;100990;463190000443;GIMN  INGLES;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;463190000443;GIMN  INGLES;S;RURAL;COMPLETA;63690;SALENTO;63;QUINDIO;N;63001;ARMENIA;QUINDIO;63;68;71;4;82;100;4;72;91;4;59;49;3;86.0;88.0;B+;357;;84.0;PUBLICAR
2100;TI;COLOMBIA;M;23/04/2003;20211;SB11202110061802;ESTUDIANTE;COLOMBIA;No;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;Estrato  3;5  a  6;Tres;Educación  profesional  incompleta;Educación  profesional  completa;Es  operario  de  máquinas  o  conduce  vehículos  (taxita,  chofer);Es  dueño  de  un  negocio  grande,  tiene  un  cargo  de  nivel  directivo  o  gerencial;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Peor;No  leo  por  entretenimiento;Entre  1  y  3  horas;Menos  de  10  horas;Si,  en  efectivo;662742;311001110611;COLEGIO  MONTEHELENA;MIXTO;NO  OFICIAL;OTRO;;;311001110611;COLEGIO  MONTEHELENA  -  SEDE  PRINCIPAL;S;URBANO;MAÑANA;11001;BOGOTÁ  D.C.;11;BOGOTÁ;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;53;21;3;70;75;3;62;61;3;41;12;2;54.0;23.0;A1;282;;34.0;PUBLICAR
12669;TI;COLOMBIA;F;06/04/2004;20211;SB11202110013247;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;YUMBO;76892.0;Estrato  3;5  a  6;Cuatro;Técnica  o  tecnológica  completa;Educación  profesional  completa;Trabaja  en  el  hogar,  no  trabaja  o  estudia;Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;Si;Si;No;0  A  10  LIBROS;Nunca  o  rara  vez  comemos  eso;3  a  5  veces  por  semana;1  o  2  veces  por  semana;Igual;No  leo  por  entretenimiento;30  minutos  o  menos;Menos  de  10  horas;No;105890;376892000034;COL  COMFANDI  -  YUMBO;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;376892000034;COL  COMFANDI  -  YUMBO  -  SEDE  PRINCIPAL;S;URBANO;MAÑANA;76892;YUMBO;76;VALLE;N;76001;CALI;VALLE;76;47;12;2;50;19;2;38;5;1;39;9;1;75.0;58.0;B1;230;;13.0;PUBLICAR
13063;TI;COLOMBIA;F;19/03/2004;20211;SB11202110015495;ESTUDIANTE;COLOMBIA;No;ANTIOQUIA;5.0;MEDELLÍN;5001.0;Estrato  6;5  a  6;Cuatro;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  por  cuenta  propia  (por  ejemplo  plomero,  electricista);Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Todos  o  casi  todos  los  días;Peor;Entre  30  y  60  minutos;Más  de  3  horas;0;No;41996;305001010781;COL  MONTESSORI;MIXTO;NO  OFICIAL;B;N;ACADÉMICO;305001010781;COL  MONTESSORI;S;RURAL;COMPLETA;5001;MEDELLÍN;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;67;69;4;72;80;4;72;90;4;74;92;4;100.0;100.0;B+;367;;89.0;PUBLICAR
9099;TI;COLOMBIA;M;02/08/2004;20211;SB11202110016756;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CARTAGO;76147.0;Estrato  3;3  a  4;Tres;Secundaria  (Bachillerato)  completa;Secundaria  (Bachillerato)  completa;Es  operario  de  máquinas  o  conduce  vehículos  (taxita,  chofer);No  aplica;Si;Si;Si;Si;No;No;No;No;;3  a  5  veces  por  semana;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Igual;Entre  30  y  60  minutos;Entre  1  y  3  horas;0;No;636563;376147000049;INSTITUCIÓN  EDUCATIVA  SAN  PEDRO  CLAVER;MIXTO;NO  OFICIAL;B;;NO  APLICA;376147000049;INSTITUCIÓN  EDUCATIVA  SAN  PEDRO  CLAVER;S;URBANO;MAÑANA;76147;CARTAGO;76;VALLE;N;76147;CARTAGO;VALLE;76;55;27;3;55;31;3;58;47;3;61;54;3;64.0;38.0;A2;289;;38.0;PUBLICAR
12344;TI;COLOMBIA;F;22/01/2003;20211;SB11202110033305;ESTUDIANTE;COLOMBIA;No;ANTIOQUIA;5.0;ENVIGADO;5266.0;Estrato  5;3  a  4;Dos;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;1  o  2  veces  por  semana;1  o  2  veces  por  semana;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;Entre  1  y  3  horas;0;Si,  en  efectivo;156604;305380019472;COLEGIO  CANADIENSE;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;305380019472;COLEGIO  CANADIENSE  -  SEDE  PRINCIPAL;S;RURAL;COMPLETA;5380;LA  ESTRELLA;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;51;18;3;49;18;2;57;43;3;54;34;2;78.0;64.0;B1;273;;30.0;PUBLICAR
7790;TI;COLOMBIA;M;08/08/0004;20211;SB11202110000931;ESTUDIANTE;COLOMBIA;No;ANTIOQUIA;5.0;MEDELLÍN;5001.0;Estrato  6;1  a  2;Dos;Postgrado;Postgrado;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;Si;MÁS  DE  100  LIBROS;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;3  a  5  veces  por  semana;Igual;30  minutos  o  menos;Entre  1  y  3  horas;0;Si,  en  efectivo;2451;305631000121;ASPAEN  -  GIMNASIO  LOS  ALCAZARES;MASCULINO;NO  OFICIAL;B;N;;305631000121;ASPAEN  -  GIMNASIO  LOS  ALCAZARES;S;URBANO;COMPLETA;5631;SABANETA;5;ANTIOQUIA;N;5001;MEDELLÍN;ANTIOQUIA;5;71;83;4;62;48;3;63;64;3;56;40;3;72.0;51.0;B1;318;;57.0;PUBLICAR
10451;TI;COLOMBIA;F;03/03/2003;20211;SB11202110009105;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  4;3  a  4;Tres;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  en  el  hogar,  no  trabaja  o  estudia;Si;Si;Si;Si;Si;Si;No;Si;26  A  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Mejor;Entre  30  y  60  minutos;Más  de  3  horas;0;No;79160;376001013441;COLEGIO  BILINGUE  DIANA  OESE;MIXTO;NO  OFICIAL;B;S;ACADÉMICO;376001013441;COLEGIO  BILINGUE  DIANA  OESE;S;RURAL;COMPLETA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;74;90;4;70;73;3;64;67;3;69;80;3;80.0;71.0;B+;350;;79.0;PUBLICAR
4943;CC;COLOMBIA;M;21/11/2002;20211;SB11202110041902;ESTUDIANTE;COLOMBIA;No;VALLE;76.0;CALI;76001.0;Estrato  3;3  a  4;Dos;Secundaria  (Bachillerato)  completa;Técnica  o  tecnológica  completa;No  aplica;Tiene  un  trabajo  de  tipo  auxiliar  administrativo  (por  ejemplo,  secretario  o  asistente);Si;Si;Si;Si;Si;Si;Si;Si;0  A  10  LIBROS;1  o  2  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Peor;No  leo  por  entretenimiento;Más  de  3  horas;0;No;629006;376001015460;INST  CAMILO  TERREROS;MIXTO;NO  OFICIAL;B;N;TÉCNICO/ACADÉMICO;376001015460;INST  CAMILO  TERREROS;S;URBANO;MAÑANA;76001;CALI;76;VALLE;N;76001;CALI;VALLE;76;63;52;3;68;67;3;62;61;3;51;29;2;68.0;44.0;B1;308;;49.0;PUBLICAR
5995;TI;COLOMBIA;M;15/11/2004;20211;SB11202110064316;ESTUDIANTE;COLOMBIA;;BOGOTÁ;11.0;BOGOTÁ  D.C.;11001.0;;3  a  4;Tres;Educación  profesional  completa;Educación  profesional  completa;Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Trabaja  como  profesional  (por  ejemplo  médico,  abogado,  ingeniero);Si;Si;Si;Si;Si;Si;No;No;26  A  100  LIBROS;3  a  5  veces  por  semana;Todos  o  casi  todos  los  días;3  a  5  veces  por  semana;Igual;No  leo  por  entretenimiento;Entre  1  y  3  horas;0;No;122606;425175032631;ZION  SCHOOL                                                                                                  ;MIXTO;NO  OFICIAL;B;;ACADÉMICO;425175032631;ZION  SCHOOL                                                                                                    -  SEDE  PRINCIPAL;S;RURAL;COMPLETA;25175;CHÍA;25;CUNDINAMARCA;N;11001;BOGOTÁ  D.C.;BOGOTÁ;11;71;82;4;80;96;4;70;87;3;78;97;4;82.0;78.0;B+;377;;93.0;PUBLICAR
